,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
2979,27608003,0.88,False,Noord-West,52.4,4.914,Entire home/apt,4,3,4,5,130.0,4,1125,True,0,0,4.83,False,32.5,520,0.06,0.14,0.21,4.99,0.010958904109589041,724.6986301369863
2980,27616092,0.51,False,Oud-Noord,52.4,4.914,Entire home/apt,2,1,1,6,115.0,3,10,True,0,0,4.79,True,57.5,345,0.06,0.14,0.16,4.99,0.021917808219178082,586.2328767123288
2981,27622005,1.0,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,4,2,1,18,400.0,3,1125,True,1,1,4.25,True,100.0,1200,0.2,0.21,0.3,10.99,0.043835616438356165,1889.041095890411
2992,27713449,0.58,False,Zuid,52.34,4.883,Entire home/apt,2,1,1,9,200.0,2,1125,True,0,1,4.79,False,100.0,400,0.08,0.25,0.2,4.99,0.0,1007.8767123287671
2993,27713691,0.95,True,Bos en Lommer,52.38,4.86,Entire home/apt,4,2,2,2,150.0,3,20,True,0,0,4.82,False,37.5,450,0.08,0.16,0.22,4.99,0.0,1166.3287671232877
2994,27719323,0.26,False,Zuid,52.34,4.863,Entire home/apt,4,2,3,13,279.0,3,30,True,0,2,4.91,False,69.75,837,0.16,0.19,0.19,4.99,0.4273972602739726,1395.0
2996,27745560,1.0,False,Westerpark,52.38,4.883,Entire home/apt,4,2,2,10,150.0,3,12,True,0,0,4.39,False,37.5,450,0.08,0.13,0.21,4.99,0.0,750.0
2998,27755390,0.5,False,Geuzenveld - Slotermeer,52.38,4.812,Entire home/apt,4,4,5,6,250.0,7,1125,True,1,0,4.0,False,62.5,1750,0.11,0.26,0.26,4.99,0.10410958904109589,1233.5616438356165
2999,27774674,0.99,True,Centrum-West,52.38,4.887,Entire home/apt,2,1,1,9,300.0,5,180,True,1,4,5.0,True,150.0,1500,0.1,0.17,0.25,4.99,0.5917808219178082,1306.13698630137
3000,27774794,0.41,False,Oud-Noord,52.4,4.906,Entire home/apt,3,2,2,1,159.0,4,1125,True,0,0,4.88,False,53.0,636,0.07,0.21,0.23,4.99,0.0,795.0
3006,27825991,1.0,False,Watergraafsmeer,52.34,4.945,Entire home/apt,2,1,1,16,195.0,3,90,True,0,1,5.0,True,97.5,585,0.08,0.15,0.2,4.99,0.0,702.945205479452
3007,27833698,0.0,False,Bos en Lommer,52.38,4.848,Entire home/apt,2,1,1,1,89.0,14,31,True,0,0,5.0,False,44.5,1246,0.03,0.12,0.15,4.99,0.0,445.0
3010,27851626,0.7,False,Westerpark,52.38,4.87,Entire home/apt,2,1,1,8,120.0,3,15,True,0,0,4.8,False,60.0,360,0.06,0.13,0.16,4.99,0.0,600.0
3013,27865341,0.86,False,Geuzenveld - Slotermeer,52.38,4.824,Entire home/apt,2,1,1,6,85.0,2,52,True,0,0,4.92,False,42.5,170,0.05,0.08,0.16,4.99,0.0273972602739726,574.054794520548
3014,27871686,1.0,True,Centrum-West,52.38,4.887,Private room,2,1,1,1,139.0,3,1125,True,3,6,4.9,False,69.5,417,0.06,0.13,0.17,4.99,0.01643835616438356,711.082191780822
3015,27903955,0.67,False,Buitenveldert - Zuidas,52.3,4.87,Private room,2,1,1,5,69.0,2,1125,True,0,0,4.46,False,34.5,138,0.05,0.12,0.16,2.99,0.0,383.35616438356163
3016,27913527,0.06,False,Centrum-Oost,52.38,4.902,Private room,2,1,1,1,125.0,3,1125,True,0,0,4.93,False,62.5,375,0.07,0.15,0.18,4.99,0.0,625.0
3017,27916775,1.0,True,Bos en Lommer,52.38,4.848,Private room,2,1,1,1,45.0,2,270,True,0,2,4.54,True,22.5,90,0.1,0.09,0.13,0.99,0.25205479452054796,261.36986301369865
3019,27940393,0.67,False,De Baarsjes - Oud-West,52.38,4.85,Entire home/apt,2,1,1,10,169.0,5,30,True,0,0,5.0,False,84.5,845,0.07,0.14,0.18,4.99,0.43561643835616437,846.3698630136986
3025,28042923,0.63,False,Westerpark,52.38,4.88,Entire home/apt,4,2,2,9,206.0,2,1125,True,0,0,4.45,False,51.5,412,0.08,0.26,0.2,4.99,0.0,1028.4931506849316
3027,28059954,1.0,False,Centrum-Oost,52.38,4.914,Entire home/apt,2,1,1,13,189.0,3,15,True,0,0,4.94,False,94.5,567,0.07,0.19,0.22,4.99,0.0,876.8767123287671
3028,28064282,0.59,False,Centrum-Oost,52.38,4.91,Entire home/apt,2,1,1,9,235.0,3,14,True,3,2,5.0,True,117.5,705,0.05,0.14,0.21,4.99,0.019178082191780823,1175.123287671233
3030,28102597,0.95,False,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,7,189.0,5,8,True,0,0,4.83,True,94.5,945,0.08,0.14,0.18,4.99,0.0,945.0
3031,28146045,1.0,True,Slotervaart,52.38,4.824,Private room,2,1,1,4,80.0,3,300,True,1,3,4.89,False,40.0,240,0.08,0.12,0.16,4.99,0.0821917808219178,366.24657534246575
3036,28198817,0.89,False,Centrum-Oost,52.38,4.906,Entire home/apt,4,2,3,7,271.0,5,1125,True,2,2,4.97,False,67.75,1355,0.02,0.13,0.23,4.99,0.2219178082191781,1355.0
3037,28215817,0.37,False,Centrum-Oost,52.38,4.9,Entire home/apt,2,1,1,5,232.0,4,1125,True,0,2,4.94,False,116.0,928,0.09,0.26,0.28,4.99,0.0136986301369863,1160.6164383561643
3039,28234064,0.66,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,4,2,2,8,190.0,3,1125,True,0,0,4.59,False,47.5,570,0.07,0.16,0.2,4.99,0.0,1186.3698630136987
3040,28236509,1.0,True,Watergraafsmeer,52.34,4.938,Private room,4,2,2,9,225.0,3,30,True,4,0,4.94,False,56.25,675,0.08,0.16,0.21,4.99,0.4602739726027397,1093.2328767123288
3042,28252823,0.82,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,4,2,2,8,220.0,3,60,True,0,0,4.93,False,55.0,660,0.1,0.2,0.24,4.99,0.0,1356.6712328767123
3043,28270449,0.77,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,4,2,2,15,288.0,7,180,True,13,1,4.55,True,72.0,2016,0.05,0.16,0.3,4.99,0.3506849315068493,1204.3835616438357
3045,28329497,0.68,False,Centrum-West,52.38,4.875,Entire home/apt,3,2,2,11,250.0,7,1125,True,0,0,5.0,False,83.3,1750,0.08,0.21,0.35,4.99,0.0,1265.2054794520548
3049,28448785,0.4,False,Centrum-Oost,52.38,4.906,Entire home/apt,4,2,2,11,355.0,7,365,True,5,0,4.61,True,88.75,2485,0.07,0.32,0.27,4.99,0.08767123287671233,1792.5342465753424
3050,28515027,0.33,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,4,2,2,16,400.0,3,19,True,1,1,4.35,False,100.0,1200,0.15,0.15,0.19,10.99,0.0027397260273972603,2000.0
3052,28516161,0.9,False,IJburg - Zeeburgereiland,52.34,5.008,Private room,2,1,1,5,85.0,3,1125,True,1,2,4.96,True,42.5,255,0.07,0.11,0.16,4.99,0.0027397260273972603,425.0
3053,28517324,1.0,False,Geuzenveld - Slotermeer,52.38,4.836,Entire home/apt,2,1,1,7,114.0,3,1125,True,4,1,5.0,False,57.0,342,0.08,0.07,0.21,4.99,0.038356164383561646,537.8082191780821
3055,28544205,0.99,True,Centrum-West,52.38,4.887,Private room,4,2,2,10,224.0,1,1125,True,2,2,4.67,True,56.0,224,0.07,0.18,0.19,4.99,0.6684931506849315,1064.4520547945206
3056,28578641,0.61,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,4,2,2,14,275.0,4,1125,True,0,0,4.92,False,68.75,1100,0.08,0.16,0.17,4.99,0.0136986301369863,1403.3013698630136
3057,28582447,0.77,False,De Baarsjes - Oud-West,52.38,4.85,Entire home/apt,4,2,2,7,129.0,3,1125,True,0,1,4.92,False,32.25,387,0.06,0.16,0.16,4.99,0.0,645.0
3058,28603995,1.0,True,De Pijp - Rivierenbuurt,52.34,4.906,Private room,2,1,1,12,182.0,3,5,True,8,4,4.92,False,91.0,546,0.08,0.25,0.17,4.99,0.8082191780821918,908.1643835616438
3062,28750364,0.43,False,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,19,475.0,3,1125,True,0,1,4.57,True,237.5,1425,0.08,0.17,0.2,10.99,0.0,2375.0
3064,28757751,0.87,True,Centrum-West,52.38,4.89,Private room,2,1,1,1,104.0,3,30,True,0,10,4.95,False,52.0,312,0.06,0.19,0.18,4.99,0.21643835616438356,641.972602739726
3065,28768768,0.79,False,De Pijp - Rivierenbuurt,52.34,4.906,Entire home/apt,4,1,2,4,200.0,4,8,True,0,0,4.67,False,50.0,800,0.08,0.21,0.23,4.99,0.0273972602739726,1000.0
3069,28806971,0.45,False,Zuid,52.34,4.867,Entire home/apt,6,3,4,22,430.0,3,30,True,0,1,4.24,True,71.7,1290,0.12,0.2,0.26,10.99,0.0273972602739726,2546.301369863014
3073,28854693,0.4,False,Bos en Lommer,52.38,4.855,Entire home/apt,2,1,1,5,110.0,4,31,True,0,0,4.93,False,55.0,440,0.08,0.1,0.17,4.99,0.0,550.0
3077,28887550,0.67,False,Watergraafsmeer,52.34,4.93,Entire home/apt,4,2,2,12,215.0,5,28,True,0,0,5.0,False,53.75,1075,0.1,0.22,0.2,4.99,0.0,952.3972602739726
3079,28902322,0.5,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,2,1,6,115.0,28,30,True,0,0,5.0,False,57.5,3220,0.05,0.11,0.17,4.99,0.0,604.3835616438356
3083,28946381,0.8,False,Centrum-Oost,52.38,4.906,Private room,2,1,1,1,76.0,1,1125,True,0,9,4.7,False,38.0,76,0.04,0.13,0.17,4.99,0.04657534246575343,418.3013698630137
3084,28946914,1.0,False,Oostelijk Havengebied - Indische Buurt,52.38,4.94,Entire home/apt,2,1,1,6,120.0,3,1125,True,0,0,5.0,True,60.0,360,0.07,0.13,0.18,4.99,0.0,600.0
3086,28970533,1.0,False,Oostelijk Havengebied - Indische Buurt,52.38,4.938,Entire home/apt,2,1,1,21,469.0,1,1125,True,14,0,4.36,True,234.5,469,0.09,0.24,0.26,10.99,0.5041095890410959,2545.6164383561645
3088,28983337,1.0,True,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,4,2,3,11,204.0,31,1125,True,0,0,4.95,False,51.0,6324,0.09,0.22,0.24,4.99,0.0,1017.7397260273973
3092,29046160,1.0,True,De Baarsjes - Oud-West,52.38,4.875,Private room,2,1,2,10,189.0,4,31,True,4,1,4.84,False,94.5,756,0.08,0.13,0.11,4.99,0.07397260273972603,943.7671232876712
3094,29071896,0.63,False,Westerpark,52.38,4.87,Entire home/apt,2,1,1,8,160.0,10,30,True,0,0,4.87,False,80.0,1600,0.07,0.23,0.19,4.99,0.43561643835616437,675.6164383561644
3101,29181440,0.57,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,7,3,3,13,300.0,3,12,True,0,0,5.0,True,42.88,900,0.13,0.29,0.21,4.99,0.0,1685.164383561644
3104,29251403,0.84,True,Centrum-Oost,52.38,4.902,Private room,2,1,1,1,81.0,3,90,True,5,5,4.54,True,40.5,243,0.04,0.12,0.16,4.99,0.29041095890410956,457.56164383561645
3107,29268359,0.91,True,Centrum-Oost,52.38,4.906,Private room,2,1,1,5,91.0,3,1125,True,7,4,4.51,True,45.5,273,0.05,0.12,0.16,4.99,0.31232876712328766,498.28767123287673
3108,29275106,0.4,False,Buitenveldert - Zuidas,52.3,4.863,Entire home/apt,4,3,3,8,275.0,5,1125,True,0,0,5.0,False,68.75,1375,0.08,0.19,0.24,4.99,0.0410958904109589,1427.876712328767
3110,29302592,1.0,False,Oostelijk Havengebied - Indische Buurt,52.38,4.934,Entire home/apt,6,2,3,13,419.0,1,1125,True,9,5,3.97,True,69.8,419,0.11,0.16,0.24,10.99,0.4328767123287671,2276.219178082192
3111,29304751,0.98,True,Oud-Noord,52.4,4.918,Entire home/apt,4,2,3,13,225.0,4,30,True,0,0,4.94,False,56.25,900,0.09,0.07,0.16,4.99,0.0,1125.0
3114,29335948,1.0,False,Slotervaart,52.34,4.84,Entire home/apt,2,1,1,7,149.0,6,1125,True,0,1,5.0,False,74.5,894,0.07,0.12,0.18,4.99,0.0,745.0
3115,29350469,0.0,False,Noord-West,52.4,4.926,Entire home/apt,4,3,3,6,175.0,7,27,True,0,0,5.0,False,43.75,1225,0.06,0.24,0.23,4.99,0.1095890410958904,889.7260273972603
3116,29350903,0.83,False,De Pijp - Rivierenbuurt,52.34,4.895,Private room,2,1,2,6,120.0,3,1125,True,2,1,4.7,True,60.0,360,0.06,0.21,0.2,4.99,0.3041095890410959,600.3972602739726
3118,29435883,1.0,False,Watergraafsmeer,52.34,4.94,Entire home/apt,4,3,3,4,130.0,4,1125,True,0,0,5.0,False,32.5,520,0.04,0.18,0.17,4.99,0.0,755.4794520547945
3120,29456107,1.0,False,Oud-Noord,52.38,4.91,Entire home/apt,4,2,2,15,246.0,5,30,True,0,0,5.0,False,61.5,1230,0.09,0.15,0.3,4.99,0.019178082191780823,1220.4246575342465
3123,29477986,0.96,True,Centrum-Oost,52.38,4.92,Private room,2,1,1,11,116.0,3,1125,True,2,7,4.97,False,58.0,348,0.07,0.14,0.21,4.99,0.021917808219178082,566.3013698630137
3124,29568363,0.76,True,Centrum-West,52.38,4.883,Private room,1,1,1,10,59.0,5,30,True,0,0,4.62,False,59.0,295,0.06,0.15,0.16,2.99,0.40821917808219177,285.43835616438355
3125,29578670,0.41,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,2,1,1,11,160.0,4,1125,True,0,0,4.71,False,80.0,640,0.07,0.17,0.21,4.99,0.4136986301369863,800.0
3129,29648361,0.55,False,Centrum-West,52.38,4.895,Private room,2,1,1,3,199.0,2,30,True,1,1,4.69,True,99.5,398,0.08,0.14,0.24,4.99,0.5095890410958904,1015.8904109589041
3131,29668487,1.0,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,4,3,4,25,850.0,4,20,True,3,0,4.52,True,212.5,3400,0.13,0.18,0.29,10.99,0.049315068493150684,4891.095890410959
3132,29678104,0.54,False,Watergraafsmeer,52.34,4.945,Entire home/apt,3,1,1,7,129.0,4,60,True,0,0,4.86,False,43.0,516,0.05,0.12,0.17,4.99,0.0,645.2191780821918
3133,29678352,1.0,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,4,3,3,12,340.0,3,30,True,0,0,5.0,False,85.0,1020,0.13,0.21,0.25,4.99,0.0273972602739726,1700.0
3135,29705321,0.97,False,De Baarsjes - Oud-West,52.38,4.867,Private room,4,1,2,7,171.0,3,1125,True,3,7,4.99,True,42.75,513,0.08,0.18,0.19,4.99,0.1780821917808219,853.4931506849315
3138,29730599,1.0,False,Watergraafsmeer,52.34,4.934,Entire home/apt,4,4,2,9,285.0,4,14,True,0,0,5.0,False,71.25,1140,0.06,0.2,0.3,4.99,0.0,1472.3972602739725
3142,29795660,1.0,False,Bos en Lommer,52.38,4.863,Entire home/apt,2,1,1,2,120.0,4,120,True,0,0,5.0,False,60.0,480,0.07,0.13,0.16,4.99,0.021917808219178082,617.3424657534247
3145,29845284,0.76,True,Centrum-West,52.38,4.887,Private room,2,1,2,7,115.0,3,1125,True,3,3,4.97,True,57.5,345,0.07,0.13,0.17,4.99,0.1643835616438356,628.1917808219179
3146,29845425,0.64,False,Centrum-West,52.38,4.895,Private room,4,2,2,13,278.0,1,1125,True,5,3,4.44,True,69.5,278,0.08,0.26,0.25,4.99,0.08767123287671233,1962.5068493150684
3147,29868977,1.0,True,Noord-Oost,52.4,4.94,Private room,3,1,2,2,86.0,3,14,True,1,5,4.89,False,28.67,258,0.05,0.11,0.16,4.99,0.25205479452054796,465.90410958904107
3154,29919168,1.0,True,Watergraafsmeer,52.34,4.938,Private room,2,1,2,8,99.0,3,14,True,4,1,4.97,False,49.5,297,0.05,0.14,0.15,4.99,0.7534246575342466,549.4931506849315
3155,29919544,1.0,True,Watergraafsmeer,52.34,4.938,Private room,2,1,1,3,100.0,3,1125,True,7,1,4.96,False,50.0,300,0.05,0.15,0.18,4.99,0.7342465753424657,527.7534246575342
3157,29953708,0.25,False,De Pijp - Rivierenbuurt,52.34,4.902,Entire home/apt,4,2,2,13,457.0,3,1125,True,10,0,4.37,True,114.25,1371,0.08,0.29,0.22,10.99,0.2328767123287671,1783.150684931507
3158,29959998,0.0,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,2,2,2,4,130.0,20,1125,True,0,0,5.0,False,65.0,2600,0.06,0.12,0.2,4.99,0.0958904109589041,650.0
3159,29961732,0.06,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,4,2,4,9,231.0,3,8,True,0,0,5.0,False,57.75,693,0.06,0.23,0.22,4.99,0.0,1253.4246575342465
3161,30030055,0.2,False,Oud-Oost,52.34,4.926,Entire home/apt,2,2,1,8,189.0,2,20,True,1,0,5.0,False,94.5,378,0.05,0.15,0.25,4.99,0.2602739726027397,947.5068493150685
3163,30041745,1.0,False,De Baarsjes - Oud-West,52.38,4.85,Private room,2,1,1,2,79.0,3,1125,True,20,3,4.26,True,39.5,237,0.05,0.13,0.14,4.99,0.23013698630136986,472.6027397260274
3164,30042149,1.0,False,De Baarsjes - Oud-West,52.38,4.855,Private room,2,1,1,4,78.0,3,1125,True,7,1,4.32,True,39.0,234,0.05,0.09,0.15,4.99,0.14520547945205478,470.6849315068493
3167,30100534,1.0,True,Oud-Oost,52.38,4.914,Private room,1,1,1,4,65.0,2,5,True,3,3,4.64,False,65.0,130,0.06,0.14,0.16,2.99,0.16164383561643836,322.73972602739724
3168,30108002,0.67,False,Noord-Oost,52.4,4.93,Entire home/apt,4,3,3,6,179.0,3,30,True,0,1,5.0,False,44.75,537,0.08,0.17,0.24,4.99,0.5205479452054794,917.054794520548
3171,30140860,0.55,False,Zuid,52.34,4.88,Private room,2,1,1,10,120.0,3,1125,True,0,4,4.89,False,60.0,360,0.07,0.09,0.14,4.99,0.15616438356164383,614.7397260273973
3172,30141051,0.52,False,Zuid,52.34,4.88,Private room,2,1,1,9,108.0,3,31,True,1,2,4.89,False,54.0,324,0.07,0.15,0.16,4.99,0.0136986301369863,583.6712328767123
3175,30169743,0.63,False,Centrum-Oost,52.38,4.91,Entire home/apt,6,2,3,30,757.0,1,1125,True,19,1,3.57,True,126.2,757,0.09,0.29,0.29,10.99,0.5452054794520548,3394.246575342466
3177,30202932,1.0,True,De Baarsjes - Oud-West,52.38,4.86,Private room,2,1,2,1,75.0,3,1125,True,0,5,4.88,True,37.5,225,0.06,0.12,0.16,4.99,0.3178082191780822,375.3424657534247
3181,30251394,0.88,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,2,1,1,12,178.0,3,22,True,3,1,5.0,False,89.0,534,0.06,0.19,0.19,4.99,0.04657534246575343,780.8082191780821
3182,30261748,1.0,True,Oud-Oost,52.34,4.91,Private room,4,2,2,7,162.0,3,30,True,3,3,4.69,False,40.5,486,0.09,0.15,0.19,4.99,0.4301369863013699,905.1369863013699
3183,30264925,0.67,True,Centrum-West,52.38,4.895,Private room,2,1,1,9,136.0,2,1125,True,4,4,4.71,True,68.0,272,0.05,0.16,0.15,4.99,0.29041095890410956,678.4931506849315
3184,30265278,1.0,True,Centrum-West,52.38,4.895,Private room,2,1,1,9,136.0,1,1125,True,0,4,4.79,True,68.0,136,0.08,0.17,0.14,4.99,0.29041095890410956,677.8082191780821
3186,30282572,0.44,False,De Baarsjes - Oud-West,52.38,4.87,Entire home/apt,2,1,2,3,131.0,3,1125,True,0,3,4.95,False,65.5,393,0.07,0.18,0.19,4.99,0.0,625.5479452054794
3189,30356862,0.85,False,Centrum-West,52.38,4.89,Entire home/apt,5,2,2,14,446.0,3,90,True,18,1,4.42,True,89.2,1338,0.11,0.2,0.28,10.99,0.8904109589041096,2327.1917808219177
3190,30359891,0.0,False,Zuid,52.34,4.86,Entire home/apt,4,2,2,7,195.0,4,30,True,1,0,4.92,False,48.75,780,0.06,0.15,0.21,4.99,0.00821917808219178,975.0
3191,30371430,0.68,False,Westerpark,52.38,4.87,Entire home/apt,3,1,1,3,120.0,3,1125,True,6,0,4.67,False,40.0,360,0.07,0.17,0.2,4.99,0.01643835616438356,603.6986301369863
3195,30394912,0.52,False,Centrum-West,52.38,4.887,Private room,2,1,1,22,557.0,3,30,True,8,0,4.48,True,278.5,1671,0.1,0.17,0.36,10.99,0.030136986301369864,2343.8630136986303
3196,30395086,1.0,False,Oud-Noord,52.4,4.906,Entire home/apt,4,2,3,18,426.0,1,1125,True,1,0,3.38,True,106.5,426,0.1,0.21,0.34,10.99,0.4767123287671233,2461.4520547945203
3199,30453053,0.75,False,Oostelijk Havengebied - Indische Buurt,52.38,4.938,Entire home/apt,2,2,3,3,130.0,5,30,True,0,0,4.83,False,65.0,650,0.06,0.17,0.17,4.99,0.030136986301369864,682.3561643835617
3200,30456037,0.43,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,4,2,3,3,120.0,6,18,True,0,0,5.0,False,30.0,720,0.08,0.19,0.18,4.99,0.03561643835616438,696.027397260274
3203,30467382,0.24,False,Zuid,52.34,4.863,Entire home/apt,6,4,4,23,650.0,3,7,True,0,0,4.28,True,108.3,1950,0.13,0.27,0.3,10.99,0.04657534246575343,3273.2876712328766
3205,30505312,0.1,False,Oud-Noord,52.4,4.918,Entire home/apt,4,1,1,5,138.0,2,1125,True,1,0,4.87,False,34.5,276,0.07,0.11,0.18,4.99,0.2,798.8904109589041
3207,30551730,1.0,True,De Pijp - Rivierenbuurt,52.34,4.887,Private room,4,2,3,5,359.0,2,1125,True,7,8,4.98,True,89.75,718,0.09,0.15,0.21,4.99,0.32054794520547947,1711.0958904109589
3216,30757070,1.0,False,Noord-Oost,52.38,4.957,Entire home/apt,4,4,5,7,177.0,3,30,True,0,0,4.82,True,44.25,531,0.08,0.16,0.19,4.99,0.0,885.0
3217,30762384,1.0,True,Centrum-Oost,52.38,4.906,Entire home/apt,4,1,2,8,274.0,1,1125,True,10,5,4.87,True,68.5,274,0.05,0.29,0.25,4.99,0.8657534246575342,2675.205479452055
3218,30762441,0.92,True,Centrum-Oost,52.38,4.906,Entire home/apt,5,2,3,15,473.0,1,1125,True,11,25,4.05,True,94.6,473,0.15,0.25,0.26,10.99,0.9205479452054794,3220.6027397260273
3219,30765293,0.71,False,Noord-West,52.4,4.918,Entire home/apt,4,2,2,5,120.0,3,10,True,0,0,5.0,False,30.0,360,0.06,0.14,0.19,4.99,0.0,600.0
3225,30814294,0.96,False,De Baarsjes - Oud-West,52.38,4.875,Shared room,2,1,1,17,288.0,2,90,True,2,4,4.85,False,144.0,576,0.06,0.21,0.26,4.99,0.024657534246575342,1478.876712328767
3228,30855167,0.4,False,Bos en Lommer,52.38,4.86,Entire home/apt,4,2,2,1,130.0,7,30,True,0,0,4.86,False,32.5,910,0.05,0.12,0.18,4.99,0.0,650.0
3229,30872076,0.0,False,De Pijp - Rivierenbuurt,52.34,4.887,Entire home/apt,2,1,1,7,150.0,4,25,True,7,0,4.72,False,75.0,600,0.07,0.09,0.18,4.99,0.7835616438356164,766.986301369863
3230,30901852,0.96,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,2,1,1,3,94.0,7,7,True,0,0,4.87,True,47.0,658,0.06,0.11,0.15,4.99,0.0,470.0
3231,30905786,0.78,True,Centrum-West,52.38,4.883,Hotel room,2,1,1,6,179.0,2,1125,True,0,1,5.0,False,89.5,358,0.06,0.18,0.18,4.99,0.3506849315068493,1118.890410958904
3232,30905979,0.68,True,Centrum-West,52.38,4.88,Hotel room,2,1,1,10,172.0,2,1125,True,0,2,4.98,False,86.0,344,0.06,0.2,0.19,4.99,0.3643835616438356,1014.1643835616438
3233,30928188,0.88,True,Centrum-Oost,52.38,4.92,Entire home/apt,4,2,3,17,325.0,2,14,True,3,3,4.91,True,81.25,650,0.12,0.06,0.08,4.99,0.6876712328767123,1723.5479452054794
3235,30933786,0.56,False,Westerpark,52.38,4.867,Entire home/apt,4,2,2,11,190.0,4,1125,True,0,0,4.9,False,47.5,760,0.07,0.15,0.21,4.99,0.0,950.0
3236,30946085,1.0,False,Centrum-West,52.38,4.887,Entire home/apt,4,3,4,12,297.0,3,1125,True,0,1,5.0,False,74.25,891,0.13,0.32,0.26,4.99,0.049315068493150684,2128.931506849315
3238,31050856,1.0,False,Westerpark,52.38,4.875,Entire home/apt,4,3,4,9,310.0,4,30,True,0,0,5.0,False,77.5,1240,0.05,0.2,0.22,4.99,0.0,1552.1917808219177
3240,31064558,0.71,True,Centrum-West,52.38,4.89,Private room,3,1,2,1,108.0,2,1125,True,2,5,4.83,True,36.0,216,0.07,0.16,0.19,4.99,0.6684931506849315,598.6986301369863
3242,31072230,0.93,True,Centrum-West,52.38,4.887,Private room,3,1,2,10,243.0,2,1125,True,1,2,4.92,True,81.0,486,0.08,0.14,0.21,4.99,0.6712328767123288,1207.013698630137
3244,31086086,0.79,False,Centrum-West,52.38,4.875,Entire home/apt,4,2,2,23,400.0,3,1125,True,2,1,4.67,False,100.0,1200,0.08,0.18,0.25,10.99,0.12602739726027398,1784.7945205479452
3245,31095874,1.0,True,Oud-Oost,52.34,4.92,Entire home/apt,4,2,4,16,500.0,1,1125,True,0,3,4.55,True,125.0,500,0.1,0.31,0.33,10.99,0.0,1595.6575342465753
3246,31100723,0.02,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,3,2,2,13,223.0,3,1125,True,2,1,4.84,False,74.3,669,0.07,0.2,0.27,4.99,0.005479452054794521,1003.013698630137
3247,31110035,0.0,False,Oud-Noord,52.38,4.914,Private room,2,1,1,7,122.0,1,30,True,4,2,4.92,False,61.0,122,0.04,0.15,0.17,4.99,0.37534246575342467,625.0
3250,31150995,1.0,False,Noord-West,52.4,4.902,Private room,4,2,2,8,286.0,3,1125,True,14,0,4.86,False,71.5,858,0.09,0.23,0.31,4.99,0.12054794520547946,1428.4931506849316
3251,31164355,0.84,False,Zuid,52.34,4.86,Entire home/apt,4,4,4,16,250.0,3,14,True,0,1,5.0,False,62.5,750,0.14,0.25,0.21,4.99,0.0,1660.9315068493152
3252,31164874,1.0,False,IJburg - Zeeburgereiland,52.38,4.98,Entire home/apt,4,4,3,17,400.0,3,10,True,0,2,5.0,True,100.0,1200,0.03,0.13,0.27,10.99,0.0,2000.0
3254,31196431,0.83,True,De Pijp - Rivierenbuurt,52.34,4.906,Private room,2,1,1,7,175.0,3,5,True,5,1,4.9,False,87.5,525,0.07,0.2,0.18,4.99,0.7616438356164383,813.5479452054794
3256,31234848,0.43,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,3,1,1,7,138.0,2,1125,True,1,2,4.74,True,46.0,276,0.07,0.17,0.18,4.99,0.5506849315068493,685.2054794520548
3262,31352081,0.4,False,Centrum-West,52.38,4.887,Entire home/apt,4,2,2,16,480.0,3,35,True,0,0,4.46,True,120.0,1440,0.08,0.16,0.26,10.99,0.3232876712328767,2397.0
3267,31408508,0.83,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,4,2,2,10,194.0,2,1125,True,0,0,5.0,False,48.5,388,0.09,0.22,0.2,4.99,0.038356164383561646,1009.8630136986301
3273,31536003,0.47,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,4,3,3,11,190.0,5,1125,True,1,2,4.75,False,47.5,950,0.07,0.13,0.23,4.99,0.16986301369863013,955.8630136986301
